1	5.42096	0
2	5.43568	0.0147244
3	5.298	0.137946
4	5.11106	0.210857
5	5.12906	0.164318
6	5.16604	0.139169
7	5.12511	0.124537
8	5.08521	0.114996
9	5.0607	0.104337
10	5.12222	0.111777
11	5.10693	0.102255
12	5.10968	0.0933862
13	5.08246	0.0901099
14	5.07362	0.0838932
15	5.0463	0.0827402
16	5.05057	0.077514
17	5.05025	0.0728125
18	5.02661	0.0726041
19	4.99172	0.0770315
20	4.98723	0.0732162
21	4.99455	0.0700255
22	5.00972	0.0684702
23	5.00068	0.0660474
24	5.00501	0.0633834
25	5.00403	0.0608031
26	5.00212	0.0584491
27	5.01927	0.058801
28	5.01357	0.0569486
29	5.02405	0.0559412
30	5.02157	0.0541014
31	5.00929	0.0537481
32	5.00159	0.052608
33	4.99192	0.0518979
34	4.9959	0.0505049
35	4.99708	0.0490549
36	5.00329	0.0480755
37	5.00502	0.0467901
38	5.01859	0.0475223
39	5.02031	0.0463197
40	5.01477	0.0454856
41	5.01682	0.0444094
42	5.01887	0.043388
43	5.01367	0.042686
44	5.00908	0.0419556
45	5.00734	0.0410497
46	5.00082	0.0406738
47	4.99488	0.0402391
48	4.99638	0.0394205
49	4.99541	0.0386199
50	4.98963	0.0382791
51	4.98005	0.0387252
52	4.97828	0.0380141
53	4.97385	0.0375524
54	4.97329	0.0368548
55	4.97146	0.0362244
56	4.96996	0.0356032
57	4.96837	0.0350092
58	4.9707	0.0344789
59	4.96918	0.0339238
60	4.95964	0.0346909
61	4.9586	0.0341332
62	4.96216	0.0337664
63	4.96391	0.033272
64	4.96813	0.0330188
65	4.96443	0.032717
66	4.96722	0.0323385
67	4.95898	0.0329026
68	4.95916	0.0324157
69	4.96016	0.031958
70	4.96185	0.0315437
71	4.95982	0.0311628
72	4.9562	0.0309392
73	4.95611	0.0305126
74	4.95781	0.0301451
75	4.95834	0.0297452
76	4.96278	0.0296861
77	4.96024	0.0294078
78	4.95927	0.0290448
79	4.96021	0.0286903
80	4.96153	0.0283602
81	4.96359	0.0280836
82	4.96354	0.0277391
83	4.96251	0.027422
84	4.96288	0.0270961
85	4.96594	0.0269495
86	4.9676	0.0266863
87	4.97073	0.026562
88	4.96794	0.0264063
89	4.96123	0.026955
90	4.96113	0.026654
91	4.95515	0.0270296
92	4.95572	0.0267404
93	4.96209	0.0272083
94	4.96667	0.0273044
95	4.96578	0.0270303
96	4.9662	0.0267506
97	4.97086	0.0268809
98	4.97545	0.0269982
99	4.9815	0.0273995
100	4.9795	0.0271979
101	4.98169	0.0270164
102	4.97843	0.0269487
103	4.97958	0.0267107
104	4.97333	0.0271805
105	4.97358	0.0269216
106	4.97785	0.0270053
107	4.98032	0.0268655
108	4.98262	0.0267147
109	4.98118	0.0265073
110	4.98368	0.0263837
111	4.98845	0.0265769
112	4.99701	0.0276926
113	4.99509	0.0275133
114	4.99151	0.0275047
115	4.98651	0.0277188
116	4.98413	0.027582
117	4.982	0.027428
118	4.98311	0.0272171
119	4.9829	0.0269882
120	4.98163	0.0267921
121	4.97752	0.0268857
122	4.97929	0.026723
123	4.97526	0.0268105
124	4.97316	0.0266755
125	4.97618	0.0266327
126	4.98088	0.0268342
127	4.98288	0.0266976
128	4.98295	0.0264883
129	4.98456	0.026331
130	4.98266	0.0261963
131	4.98012	0.0261192
132	4.97913	0.0259396
133	4.97911	0.0257439
134	4.98223	0.0257416
135	4.98387	0.0256029
136	4.9811	0.0255649
137	4.98189	0.0253899
138	4.98698	0.0257131
139	4.98526	0.0255851
140	4.98546	0.0254025
141	4.98572	0.025223
142	4.98974	0.0253659
143	4.99169	0.0252634
144	4.98871	0.025264
145	4.98833	0.0250921
146	4.9853	0.0251028
147	4.98214	0.025131
148	4.97891	0.0251682
149	4.9801	0.025027
150	4.98194	0.0249273
151	4.98037	0.0248114
152	4.9782	0.0247423
153	4.97875	0.0245861
154	4.98058	0.0244941
155	4.97939	0.0243645
156	4.98086	0.024252
157	4.97981	0.0241197
158	4.98005	0.0239677
159	4.97987	0.0238172
160	4.9841	0.0240415
161	4.98521	0.0239175
162	4.98468	0.0237753
163	4.98478	0.0236292
164	4.98333	0.0235295
165	4.98088	0.0235141
166	4.97778	0.0235765
167	4.97652	0.0234685
168	4.97567	0.0233442
169	4.9756	0.0232057
170	4.97342	0.0231715
171	4.97145	0.0231202
172	4.96884	0.0231324
173	4.97003	0.0230288
174	4.96842	0.0229526
175	4.96394	0.0232564
176	4.96467	0.0231355
177	4.96245	0.0231115
178	4.95908	0.0232273
179	4.95651	0.0232395
180	4.95642	0.0231103
181	4.95791	0.0230306
182	4.95721	0.0229145
183	4.95696	0.0227902
184	4.9551	0.0227428
185	4.95561	0.0226254
186	4.95531	0.0225055
187	4.95761	0.022503
188	4.95927	0.0224442
189	4.95852	0.0223374
190	4.95996	0.0222659
191	4.9589	0.0221742
192	4.9579	0.022081
193	4.95909	0.0219984
194	4.95776	0.0219256
195	4.95805	0.0218148
196	4.95705	0.0217261
197	4.95606	0.0216384
198	4.95688	0.0215445
199	4.95614	0.0214487
200	4.95778	0.0214038
201	4.95818	0.0213009
202	4.95735	0.0212117
203	4.95923	0.0211911
204	4.95974	0.021093
205	4.96053	0.0210049
206	4.96065	0.020903
207	4.96106	0.0208059
208	4.95963	0.0207549
209	4.95888	0.020669
210	4.95781	0.0205982
211	4.9561	0.0205718
212	4.95721	0.0205051
213	4.95958	0.0205454
214	4.95917	0.0204533
215	4.95807	0.0203878
216	4.95966	0.0203555
217	4.95871	0.0202839
218	4.95887	0.0201913
219	4.95704	0.0201827
220	4.95695	0.0200909
221	4.95666	0.0200019
222	4.95571	0.0199344
223	4.95631	0.019854
224	4.95801	0.0198375
225	4.95555	0.0199018
226	4.95341	0.0199285
227	4.95462	0.0198775
228	4.95509	0.0197958
229	4.95461	0.019715
230	4.95449	0.0196295
231	4.9553	0.0195614
232	4.95689	0.0195412
233	4.95664	0.0194588
234	4.95675	0.0193758
235	4.95693	0.019294
236	4.95689	0.0192121
237	4.95829	0.019182
238	4.96127	0.019331
239	4.96023	0.0192778
240	4.95986	0.0192009
241	4.96295	0.0193702
242	4.96174	0.019328
243	4.9608	0.0192715
244	4.96079	0.0191924
245	4.96074	0.019114
246	4.96138	0.0190468
247	4.96098	0.0189738
248	4.96262	0.0189687
249	4.96795	0.0196296
