1	3.5584647e+08	0.0000000e+00
2	3.5540496e+08	4.4151826e+05
3	3.5605600e+08	6.9917186e+05
4	3.5597140e+08	5.0157638e+05
5	3.5611834e+08	4.1537896e+05
6	3.5611321e+08	3.3919437e+05
7	3.5655364e+08	5.2551385e+05
8	3.5653786e+08	4.5538175e+05
9	3.5656667e+08	4.0264058e+05
10	3.5639664e+08	3.9825057e+05
11	3.5636579e+08	3.6155025e+05
12	3.5638550e+08	3.3063659e+05
13	3.5647559e+08	3.1720600e+05
14	3.5644933e+08	2.9484776e+05
15	3.5650599e+08	2.8027457e+05
16	3.5653675e+08	2.6397172e+05
17	3.5660785e+08	2.5794987e+05
18	3.5658736e+08	2.4405944e+05
19	3.5652070e+08	2.4028600e+05
20	3.5647867e+08	2.3179832e+05
