1	-1.2402322e-20	0.0000000e+00
2	-1.2394088e-20	8.2335060e-24
3	-1.2396608e-20	5.3800342e-24
4	-1.2390482e-20	7.2105239e-24
5	-1.2388345e-20	5.9803167e-24
6	-1.2385049e-20	5.8908545e-24
7	-1.2387664e-20	5.6235000e-24
8	-1.2385609e-20	5.2859146e-24
9	-1.2382245e-20	5.7486392e-24
10	-1.2380280e-20	5.5043752e-24
11	-1.2379764e-20	5.0056140e-24
12	-1.2378848e-20	4.6603443e-24
13	-1.2377040e-20	4.6525804e-24
14	-1.2377416e-20	4.3238444e-24
15	-1.2377000e-20	4.0467844e-24
16	-1.2376856e-20	3.7881580e-24
17	-1.2375082e-20	3.9759724e-24
18	-1.2375038e-20	3.7488335e-24
19	-1.2374168e-20	3.6513121e-24
20	-1.2374288e-20	3.4660085e-24
