1	2.3119312e+06	0.0000000e+00
2	2.3075631e+06	4.3680670e+03
3	2.3046504e+06	3.8527806e+03
4	2.3063279e+06	3.1993431e+03
5	2.3034442e+06	3.8022704e+03
6	2.3000979e+06	4.5645754e+03
7	2.2998975e+06	3.8629760e+03
8	2.3000203e+06	3.3476878e+03
9	2.3000791e+06	2.9529697e+03
10	2.3009485e+06	2.7806194e+03
11	2.3010692e+06	2.5180603e+03
12	2.3020596e+06	2.5029572e+03
13	2.3013712e+06	2.4031026e+03
14	2.3008536e+06	2.2842621e+03
15	2.3005877e+06	2.1430952e+03
16	2.3008084e+06	2.0168029e+03
17	2.3003004e+06	1.9614032e+03
18	2.3001783e+06	1.8532499e+03
19	2.2995249e+06	1.8708264e+03
20	2.3000214e+06	1.8429513e+03
